"term","fullTerm"
"remetca:Manuscript","http://www.purl.org/net/remetca#Manuscript"
"remetca:consonant","http://www.purl.org/net/remetca#consonant"
"remetca:hasLines","http://www.purl.org/net/remetca#hasLines"
"remetca:versification_System","http://www.purl.org/net/remetca#versification_System"
"remetca:Accentual_versification","http://www.purl.org/net/remetca#Accentual_versification"
"frbre:isATransformationOfWork","http://purl.org/vocab/frbr/extended#isATransformationOfWork"
"seasfo:Forecast","https://w3id.org/seas/Forecast"
"km4c:BusStopForecast","http://www.disit.org/km4city/schema#BusStopForecast"
"atd:forecastIssueTime","https://data.nasa.gov/ontologies/atmonto/data#forecastIssueTime"
"datex:forecast","http://vocab.datex.org/terms#forecast"
"seasfo:forecasts","https://w3id.org/seas/forecasts"
"dbpedia-owl:Train","http://dbpedia.org/ontology/Train"
"whisky:grain","http://vocab.org/whisky/terms/grain"
"pext:Brain","http://www.ontotext.com/proton/protonext#Brain"
"dbpedia-owl:Brain","http://dbpedia.org/ontology/Brain"
"veo:Train","http://linkeddata.finki.ukim.mk/lod/ontology/veo#Train"
"shw:NoRain","http://paul.staroch.name/thesis/SmartHomeWeather.owl#NoRain"
"agrelon:HasCooperator","http://d-nb.info/standards/elementset/agrelon#HasCooperator"
"agrelon:hasCooperator","http://d-nb.info/standards/elementset/agrelon#hasCooperator"
"rdarel2:relatedPersonFamily","http://metadataregistry.org/uri/schema/RDARelationshipsGR2/relatedPersonFamily"
"md:characterSet","http://def.seegrid.csiro.au/isotc211/iso19115/2003/metadata#characterSet"
"phdd:characterSet","http://rdf-vocabulary.ddialliance.org/phdd#characterSet"
"dicom:Tag.0008.0005","http://purl.org/healthcarevocab/v1#Tag.0008.0005"
"md:CharacterSetCode","http://def.seegrid.csiro.au/isotc211/iso19115/2003/metadata#CharacterSetCode"
"dicom:SpecificCharacterSet","http://purl.org/healthcarevocab/v1#SpecificCharacterSet"
"rr:constant","http://www.w3.org/ns/r2rml#constant"
"obo:OBI_0001144","http://purl.obolibrary.org/obo/OBI_0001144"
"pmovn:ConstantPredArg","http://premon.fbk.eu/ontology/vn#ConstantPredArg"
"d2rq:constantValue","http://www.wiwiss.fu-berlin.de/suhl/bizer/D2RQ/0.1#constantValue"
"obo:OBI_0001025","http://purl.obolibrary.org/obo/OBI_0001025"
"seast:TimeConstantEvaluation","https://w3id.org/seas/TimeConstantEvaluation"
"dbpedia-owl:vonKlitzingConstant","http://dbpedia.org/ontology/vonKlitzingConstant"
"dicom:Tag.0022.1094","http://purl.org/healthcarevocab/v1#Tag.0022.1094"
"dicom:Tag.0028.1406","http://purl.org/healthcarevocab/v1#Tag.0028.1406"
"dicom:LensConstantSequence","http://purl.org/healthcarevocab/v1#LensConstantSequence"
"nif:confidence","http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#confidence"
"eccrev:hasRevision","https://vocab.eccenca.com/revision/hasRevision"
"dicom:BibliographicCitationTrial","http://purl.org/healthcarevocab/v1#BibliographicCitationTrial"
"dicom:Tag.0040.A16A","http://purl.org/healthcarevocab/v1#Tag.0040.A16A"
"dbpedia-owl:order","http://dbpedia.org/ontology/order"
"eqp:numberOfSeats","https://data.nasa.gov/ontologies/atmonto/equipment#numberOfSeats"
"dbpedia-owl:numberOfSeats","http://dbpedia.org/ontology/numberOfSeats"
"dbpedia-owl:numberOfSeatsInParliament","http://dbpedia.org/ontology/numberOfSeatsInParliament"
"dbpedia-owl:seatNumber","http://dbpedia.org/ontology/seatNumber"
"tio:availableSeats","http://purl.org/tio/ns#availableSeats"
"vvo:luggageCapacitySeatsFolded","http://purl.org/vvo/ns#luggageCapacitySeatsFolded"
"ispra:Sst","http://dati.isprambiente.it/ontology/core#Sst"
"dbpedia-owl:blackSkiPisteNumber","http://dbpedia.org/ontology/blackSkiPisteNumber"
"ceo:hasDraftPrintableResolutionBlackWhiteVertical","http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1#hasDraftPrintableResolutionBlackWhiteVertical"
"rdarole:brailleEmbosser","http://rdvocab.info/roles/brailleEmbosser"
"rdarole:brailleEmbosserManifestation","http://rdvocab.info/roles/brailleEmbosserManifestation"
"ldr:dataFormat","http://purl.oclc.org/NET/ldr/ns#dataFormat"
"pns:Organization","http://data.press.net/ontology/stuff/Organization"
"arch:primaryProvenanceOf","http://purl.org/archival/vocab/arch#primaryProvenanceOf"
"lemon:LemonElement","http://lemon-model.net/lemon#LemonElement"
"datex:applicableMonth","http://vocab.datex.org/terms#applicableMonth"
"frad:P2024","http://iflastandards.info/ns/fr/frad/P2024"
"cwrc:halfBrotherOf","http://sparql.cwrc.ca/ontologies/cwrc#halfBrotherOf"
"cwrc:hasHalfBrother","http://sparql.cwrc.ca/ontologies/cwrc#hasHalfBrother"
"interval:Half","http://reference.data.gov.uk/def/intervals/Half"
"interval:CalendarHalf","http://reference.data.gov.uk/def/intervals/CalendarHalf"
"pext:hasBrother","http://www.ontotext.com/proton/protonext#hasBrother"
"interval:BusinessHalf","http://reference.data.gov.uk/def/intervals/BusinessHalf"
"gold:Low","http://purl.org/linguistics/gold/Low"
"agrelon:hasRelative","http://d-nb.info/standards/elementset/agrelon#hasRelative"
"cwrc:hasRelative","http://sparql.cwrc.ca/ontologies/cwrc#hasRelative"
"gdprt:VoluntarySystemOfAccredition","https://w3id.org/GDPRtEXT#VoluntarySystemOfAccredition"
"gdprt:MaximumValidity3Years","https://w3id.org/GDPRtEXT#MaximumValidity3Years"
"lgdo:Heritage","http://linkedgeodata.org/ontology/Heritage"
"dbpedia-owl:heritageRegister","http://dbpedia.org/ontology/heritageRegister"
"cwrc:hasGeographicHeritage","http://sparql.cwrc.ca/ontologies/cwrc#hasGeographicHeritage"
"cwrc:geographicHeritageReportedOf","http://sparql.cwrc.ca/ontologies/cwrc#geographicHeritageReportedOf"
"foaf:schoolHomepage","http://xmlns.com/foaf/0.1/schoolHomepage"
"opo:attendedOrganisedEvent","http://online-presence.net/opo/ns#attendedOrganisedEvent"
"akt:event-attended","http://www.aktors.org/ontology/portal#event-attended"
"dbpedia-owl:almaMater","http://dbpedia.org/ontology/almaMater"
"gvp:ulan1322_school_was","http://vocab.getty.edu/ontology#ulan1322_school_was"
"s4ee:PowerExpected","https://w3id.org/saref4ee#PowerExpected"
"mo:performed","http://purl.org/ontology/mo/performed"
"holding:narrowerExemplarOf","http://purl.org/ontology/holding#narrowerExemplarOf"
"lyou:depts","http://purl.org/linkingyou/depts"
"dbpedia-owl:lowerEarthOrbitPayload","http://dbpedia.org/ontology/lowerEarthOrbitPayload"
"cbo:tracking","http://comicmeta.org/cbo/tracking"
"odrl:trackingParty","http://www.w3.org/ns/odrl/2/trackingParty"
"acm:I.4.8.12","http://acm.rkbexplorer.com/ontologies/acm#I.4.8.12"
"itm:Project","http://spi-fm.uca.es/spdef/models/genericTools/itm/1.0#Project"
"itm:Tracker","http://spi-fm.uca.es/spdef/models/genericTools/itm/1.0#Tracker"
"itm:priority","http://spi-fm.uca.es/spdef/models/genericTools/itm/1.0#priority"
"itm:responsible","http://spi-fm.uca.es/spdef/models/genericTools/itm/1.0#responsible"
"itm:status","http://spi-fm.uca.es/spdef/models/genericTools/itm/1.0#status"
"itm:tracker","http://spi-fm.uca.es/spdef/models/genericTools/itm/1.0#tracker"
"itm:trackers","http://spi-fm.uca.es/spdef/models/genericTools/itm/1.0#trackers"
"itm:name","http://spi-fm.uca.es/spdef/models/genericTools/itm/1.0#name"
"obo:OBI_0000968","http://purl.obolibrary.org/obo/OBI_0000968"
"sio:SIO_001338","http://semanticscience.org/resource/SIO_001338"
"raul:CREATEOperation","http://purl.org/NET/raul#CREATEOperation"
"raul:UPDATEOperation","http://purl.org/NET/raul#UPDATEOperation"
"raul:Button","http://purl.org/NET/raul#Button"
"raul:DynamicGroup","http://purl.org/NET/raul#DynamicGroup"
"raul:class","http://purl.org/NET/raul#class"
"raul:group","http://purl.org/NET/raul#group"
"lemon:decomposition","http://lemon-model.net/lemon#decomposition"
"lemon:incompatible","http://lemon-model.net/lemon#incompatible"
"dbpedia-owl:averageSpeed","http://dbpedia.org/ontology/averageSpeed"
"dbpedia-owl:Statistic","http://dbpedia.org/ontology/Statistic"
"dbpedia-owl:statistic","http://dbpedia.org/ontology/statistic"
"dq:errorStatistic","http://def.seegrid.csiro.au/isotc211/iso19115/2003/dataquality#errorStatistic"
"sio:SIO_001074","http://semanticscience.org/resource/SIO_001074"
"dbpedia-owl:statisticValue","http://dbpedia.org/ontology/statisticValue"
"dbpedia-owl:statisticYear","http://dbpedia.org/ontology/statisticYear"
"dbpedia-owl:statisticLabel","http://dbpedia.org/ontology/statisticLabel"
"sio:SIO_001081","http://semanticscience.org/resource/SIO_001081"
"geop:hasStatistics","http://aims.fao.org/aos/geopolitical.owl#hasStatistics"
"dbpedia-owl:extinctionDate","http://dbpedia.org/ontology/extinctionDate"
"rdau:P60484","http://rdaregistry.info/Elements/u/P60484"
"crm:E87_Curation_Activity","http://www.cidoc-crm.org/cidoc-crm/E87_Curation_Activity"
"obo:OBI_0302914","http://purl.obolibrary.org/obo/OBI_0302914"
"obo:IAO_0000114","http://purl.obolibrary.org/obo/IAO_0000114"
"obo:IAO_0000078","http://purl.obolibrary.org/obo/IAO_0000078"
"ru:curation_status","http://purl.org/imbi/ru-meta.owl#curation_status"
"crm:P147_curated","http://www.cidoc-crm.org/cidoc-crm/P147_curated"
"voag:AdministrativeEvent","http://voag.linkedmodel.org/voag#AdministrativeEvent"
"ebucore:officeAddressLine","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#officeAddressLine"
"ebucore:locationAddressLine","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#locationAddressLine"
"ebucore:privateAddressLine","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#privateAddressLine"
"frapo:hasPostalAddressLine","http://purl.org/cerif/frapo/hasPostalAddressLine"
"dio:intentAddresses","https://w3id.org/dio#intentAddresses"
"ic:contactProperty","http://ontology.eil.utoronto.ca/icontact.owl#contactProperty"
"ic:dayofWeek","http://ontology.eil.utoronto.ca/icontact.owl#dayofWeek"
"dbpedia-owl:largestSettlement","http://dbpedia.org/ontology/largestSettlement"
"place:Settlement","http://purl.org/ontology/places#Settlement"
"pext:Settlement","http://www.ontotext.com/proton/protonext#Settlement"
"dbpedia-owl:settlement","http://dbpedia.org/ontology/settlement"
"dbpedia-owl:mergedSettlement","http://dbpedia.org/ontology/mergedSettlement"
"dbpedia-owl:settlementAttached","http://dbpedia.org/ontology/settlementAttached"
"dbpedia-owl:codeSettlement","http://dbpedia.org/ontology/codeSettlement"
"lsc:dataProduced","http://linkedscience.org/lsc/ns#dataProduced"
"owl:topDataProperty","http://www.w3.org/2002/07/owl#topDataProperty"
"spin:TableDataProvider","http://spinrdf.org/spin#TableDataProvider"
"agrelon:metadataProvenance","http://d-nb.info/standards/elementset/agrelon#metadataProvenance"
"stac:DataProvenanceType","http://securitytoolbox.appspot.com/stac#DataProvenanceType"
"ic:emailDataProperty","http://ontology.eil.utoronto.ca/icontact.owl#emailDataProperty"
"owl:bottomDataProperty","http://www.w3.org/2002/07/owl#bottomDataProperty"
"ic:hasContactDataProperty","http://ontology.eil.utoronto.ca/icontact.owl#hasContactDataProperty"
"ic:addressDataProperty","http://ontology.eil.utoronto.ca/icontact.owl#addressDataProperty"
"cogs:RDFDataPropertyMapping","http://vocab.deri.ie/cogs#RDFDataPropertyMapping"
"ic:operatingDataProperty","http://ontology.eil.utoronto.ca/icontact.owl#operatingDataProperty"
"iso37120:ISO37120DataProperty","http://ontology.eil.utoronto.ca/ISO37120.owl#ISO37120DataProperty"
"ic:telephoneDataProperty","http://ontology.eil.utoronto.ca/icontact.owl#telephoneDataProperty"
"opmo:datapropertyAbbreviation","http://openprovenance.org/model/opmo#datapropertyAbbreviation"
"lexinfo:TemporalQualifier","http://www.lexinfo.net/ontology/2.0/lexinfo#TemporalQualifier"
"umbel:Qualifier","http://umbel.org/umbel#Qualifier"
"date:Qualifier","http://contextus.net/ontology/ontomedia/misc/date#Qualifier"
"voag:Qualifier","http://voag.linkedmodel.org/voag#Qualifier"
"essglobal:qualifier","http://purl.org/essglobal/vocab/qualifier"
"lexinfo:temporalQualifier","http://www.lexinfo.net/ontology/2.0/lexinfo#temporalQualifier"
"phdd:textQualifier","http://rdf-vocabulary.ddialliance.org/phdd#textQualifier"
"sio:SIO_001209","http://semanticscience.org/resource/SIO_001209"
"sem:subTypeOf","http://semanticweb.cs.vu.nl/2009/11/sem/subTypeOf"
"pmofn:subTypeOf","http://premon.fbk.eu/ontology/fn#subTypeOf"
"sem:hasSubType","http://semanticweb.cs.vu.nl/2009/11/sem/hasSubType"
"dicom:DataSetSubtype","http://purl.org/healthcarevocab/v1#DataSetSubtype"
"dicom:Tag.0008.0041","http://purl.org/healthcarevocab/v1#Tag.0008.0041"
"opmo:type","http://openprovenance.org/model/opmo#type"
"schema:InteractionCounter","http://schema.org/InteractionCounter"
"remetca:has_name_of_stanza","http://www.purl.org/net/remetca#has_name_of_stanza"
"ocds:documentLanguage","http://purl.org/onto-ocds/ocds#documentLanguage"
"con:fax","http://www.w3.org/2000/10/swap/pim/contact#fax"
"osp:fax","http://data.lirmm.fr/ontologies/osp#fax"
"swrc:fax","http://swrc.ontoware.org/ontology#fax"
"identity:Fax","http://www.identity.org/ontologies/identity.owl#Fax"
"mads:fax","http://www.loc.gov/mads/rdf/v1#fax"
"dogont:Fax","http://elite.polito.it/ontologies/dogont.owl#Fax"
"nlon:fax","http://lod.nl.go.kr/ontology/fax"
"maso:fax","http://securitytoolbox.appspot.com/MASO#fax"
"akt:has-fax-number","http://www.aktors.org/ontology/portal#has-fax-number"
"earth:hasCode","http://linked.earth/ontology#hasCode"
"fabio:hasCODEN","http://purl.org/spar/fabio/hasCODEN"
"geop:hasCode","http://aims.fao.org/aos/geopolitical.owl#hasCode"
"ebucore:hasCodec","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#hasCodec"
"wf-invoc:hasCodeBinding","http://purl.org/net/wf-invocation#hasCodeBinding"
"pext:Ministry","http://www.ontotext.com/proton/protonext#Ministry"
"dbm:atcCodeExtended","http://purl.org/net/dbm/ontology#atcCodeExtended"
"dbm:referencePrice","http://purl.org/net/dbm/ontology#referencePrice"
"cgov:NonMinisterialDepartment","http://reference.data.gov.uk/def/central-government/NonMinisterialDepartment"
"eli:responsibility_of_agent","http://data.europa.eu/eli/ontology#responsibility_of_agent"
"shoah:arrestDate","http://dati.cdec.it/lod/shoah/arrestDate"
"dbpedia-owl:arrestDate","http://dbpedia.org/ontology/arrestDate"
"gvp:aat2884_involved_with","http://vocab.getty.edu/ontology#aat2884_involved_with"
"identity:hasContactInfo","http://www.identity.org/ontologies/identity.owl#hasContactInfo"
"ptop:hasContactInfo","http://www.ontotext.com/proton/protontop#hasContactInfo"
"rdarole:depositor","http://rdvocab.info/roles/depositor"
"rdarole:depositorItem","http://rdvocab.info/roles/depositorItem"
"datex:depositionDepth","http://vocab.datex.org/terms#depositionDepth"
"dicom:RadionuclidePositronFraction","http://purl.org/healthcarevocab/v1#RadionuclidePositronFraction"
"odapp:PaidApp","http://vocab.deri.ie/odapp#PaidApp"
"cwrc:hasPaidOccupation","http://sparql.cwrc.ca/ontologies/cwrc#hasPaidOccupation"
"datex:chargePaid","http://vocab.datex.org/terms#chargePaid"
"mo:paiddownload","http://purl.org/ontology/mo/paiddownload"
"frapo:ConferenceFee","http://purl.org/cerif/frapo/ConferenceFee"
"mexalgo:Regression","http://mex.aksw.org/mex-algo#Regression"
"nno:Regressive_Loss","https://w3id.org/nno/ontology#Regressive_Loss"
"mexalgo:LinearRegression","http://mex.aksw.org/mex-algo#LinearRegression"
"mexalgo:RegressionAnalysis","http://mex.aksw.org/mex-algo#RegressionAnalysis"
"mexperf:RegressionMeasure","http://mex.aksw.org/mex-perf#RegressionMeasure"
"mexalgo:LogisticRegression","http://mex.aksw.org/mex-algo#LogisticRegression"
"mexalgo:RegressionFunctions","http://mex.aksw.org/mex-algo#RegressionFunctions"
"mexalgo:AutoregressiveMovingAverage","http://mex.aksw.org/mex-algo#AutoregressiveMovingAverage"
"mexalgo:AutoregressiveIntegratedMovingAverage","http://mex.aksw.org/mex-algo#AutoregressiveIntegratedMovingAverage"
"raul:action","http://purl.org/NET/raul#action"
"dicom:ProductDescription","http://purl.org/healthcarevocab/v1#ProductDescription"
"dicom:Tag.0044.0009","http://purl.org/healthcarevocab/v1#Tag.0044.0009"
"dbpedia-owl:Ginkgo","http://dbpedia.org/ontology/Ginkgo"
"taxon:Ginkgo","http://purl.org/biodiversity/taxon/Ginkgo"
"dbpedia-owl:runtime","http://dbpedia.org/ontology/runtime"
"deps:runtime-requirement","http://ontologi.es/doap-deps#runtime-requirement"
"lsq:runTimeMs","http://lsq.aksw.org/vocab#runTimeMs"
"dbpedia-owl:Fashion","http://dbpedia.org/ontology/Fashion"
"lgdo:Fashion","http://linkedgeodata.org/ontology/Fashion"
"dbpedia-owl:FashionDesigner","http://dbpedia.org/ontology/FashionDesigner"
"bf:Ean","http://id.loc.gov/ontologies/bibframe/Ean"
"mo:ean","http://purl.org/ontology/mo/ean"
"dbpedia-owl:dean","http://dbpedia.org/ontology/dean"
"mo:gtin","http://purl.org/ontology/mo/gtin"
"bibo:gtin14","http://purl.org/ontology/bibo/gtin14"
"schema:gtin14","http://schema.org/gtin14"
"schema:gtin12","http://schema.org/gtin12"
"schema:gtin13","http://schema.org/gtin13"
"gr:hasGTIN-14","http://purl.org/goodrelations/v1#hasGTIN-14"
"dbpedia-owl:dbnlCodeDutch","http://dbpedia.org/ontology/dbnlCodeDutch"
"ov:libraryService","http://open.vocab.org/terms/libraryService"
"crm:E73_Information_Object","http://www.cidoc-crm.org/cidoc-crm/E73_Information_Object"
"cwrc:hasBrother","http://sparql.cwrc.ca/ontologies/cwrc#hasBrother"
"cwrc:hasStepBrother","http://sparql.cwrc.ca/ontologies/cwrc#hasStepBrother"
"itsmo:hasCMDB","http://ontology.it/itsmo/v1#hasCMDB"
"dul:hasParameter","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParameter"
"lslife:hasParameterClass","http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-lifemapper.owl#hasParameterClass"
"lswmo:hasParameterName","http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-modelling.owl#hasParameterName"
"lslife:hasParameterDescription","http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-lifemapper.owl#hasParameterDescription"
"dul:hasParameterDataValue","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParameterDataValue"
"lslife:hasParameterCollectionClass","http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-lifemapper.owl#hasParameterCollectionClass"
"sioc:Usergroup","http://rdfs.org/sioc/ns#Usergroup"
"sioc:usergroup_of","http://rdfs.org/sioc/ns#usergroup_of"
"sioc:has_usergroup","http://rdfs.org/sioc/ns#has_usergroup"
"mv:UserGroup","http://schema.mobivoc.org/UserGroup"
"scot:has_usergroup","http://rdfs.org/scot/ns#has_usergroup"
"mv:validForUserGroup","http://schema.mobivoc.org/validForUserGroup"
"dicom:HangingProtocolUserGroupName","http://purl.org/healthcarevocab/v1#HangingProtocolUserGroupName"
"sioc:has_member","http://rdfs.org/sioc/ns#has_member"
"sioc:member_of","http://rdfs.org/sioc/ns#member_of"
"cro:Perform","http://rhizomik.net/ontologies/copyrightonto.owl#Perform"
"daia:perform","http://purl.org/ontology/daia/perform"
"biotop:Action","http://purl.org/biotop/biotop.owl#Action"
"ncal:action","http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#action"
"biotop:SubstanceInteraction","http://purl.org/biotop/biotop.owl#SubstanceInteraction"
"sio:SIO_010462","http://semanticscience.org/resource/SIO_010462"
"schema:accessMode","http://schema.org/accessMode"
"akts:Intangible-Thing","http://www.aktors.org/ontology/support#Intangible-Thing"
"dbpedia-owl:isoCode","http://dbpedia.org/ontology/isoCode"
"schema:validFor","http://schema.org/validFor"
"uco:validFrom","http://purl.org/uco/ns#validFrom"
"ov:validFrom","http://open.vocab.org/terms/validFrom"
"atm:NavaidFix","https://data.nasa.gov/ontologies/atmonto/ATM#NavaidFix"
"dqm:validFrom","http://purl.org/dqm-vocabulary/v1/dqm#validFrom"
"ptop:validFrom","http://www.ontotext.com/proton/protontop#validFrom"
"dataid:validFrom","http://dataid.dbpedia.org/ns/core#validFrom"
"acco:validFrom","http://purl.org/acco/ns#validFrom"
"gold:FocusAntipassiveVoice","http://purl.org/linguistics/gold/FocusAntipassiveVoice"
"gold:DirectVoice","http://purl.org/linguistics/gold/DirectVoice"
"voag:Pedigree","http://voag.linkedmodel.org/voag#Pedigree"
"ntag:N-TupleTagActionMTS","http://ns.inria.fr/nicetag/2010/09/09/voc#N-TupleTagActionMTS"
"ntag:Evaluate","http://ns.inria.fr/nicetag/2010/09/09/voc#Evaluate"
"sio:SIO_000389","http://semanticscience.org/resource/SIO_000389"
"obo:OBI_0000880","http://purl.obolibrary.org/obo/OBI_0000880"
"obo:OBI_0000894","http://purl.obolibrary.org/obo/OBI_0000894"
"obo:OBI_0001051","http://purl.obolibrary.org/obo/OBI_0001051"
"obo:OBI_0001010","http://purl.obolibrary.org/obo/OBI_0001010"
"edac:ExtractAndReproject","http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-edac.owl#ExtractAndReproject"
"obo:OBI_0000862","http://purl.obolibrary.org/obo/OBI_0000862"
"obo:OBI_0001143","http://purl.obolibrary.org/obo/OBI_0001143"
"onyx:extractedFrom","http://www.gsi.dit.upm.es/ontologies/onyx/ns#extractedFrom"
"cpa:extractedFrom","http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl#extractedFrom"
"onyx:emotionText","http://www.gsi.dit.upm.es/ontologies/onyx/ns#emotionText"
"onyx:AggregatedEmotionSet","http://www.gsi.dit.upm.es/ontologies/onyx/ns#AggregatedEmotionSet"
"cpa:reengineeredFrom","http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl#reengineeredFrom"
"pattern:isContainedBy","http://www.essepuntato.it/2008/12/pattern#isContainedBy"
"pattern:isContainedByAsHeader","http://www.essepuntato.it/2008/12/pattern#isContainedByAsHeader"
"foaf:accountServiceHomepage","http://xmlns.com/foaf/0.1/accountServiceHomepage"
"geosp:inKingdom","http://rdf.geospecies.org/ont/geospecies#inKingdom"
"botany:kingdom","http://purl.org/NET/biol/botany#kingdom"
"dbpedia-owl:ranking","http://dbpedia.org/ontology/ranking"
"person:patronymicName","http://www.w3.org/ns/person#patronymicName"
"mil:War","http://rdf.muninn-project.org/ontologies/military#War"
"gndo:SoftwareProduct","http://d-nb.info/standards/elementset/gnd#SoftwareProduct"
"music:Trumpeter","http://www.kanzaki.com/ns/music#Trumpeter"
"dqm:FunctionalDependencyViolation","http://purl.org/dqm-vocabulary/v1/dqm#FunctionalDependencyViolation"
"dbpedia-owl:FormulaOneRacer","http://dbpedia.org/ontology/FormulaOneRacer"
"ceo:hasMediaWeightTray1","http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1#hasMediaWeightTray1"
"dbpedia-owl:FormulaOneRacing","http://dbpedia.org/ontology/FormulaOneRacing"
"cis:adminUnitL1","http://dati.beniculturali.it/cis/adminUnitL1"
"ceo:hasMediaWeightTray2","http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1#hasMediaWeightTray2"
"wlo:kingdom","http://purl.org/ontology/wo/kingdom"
"biol:kingdom","http://purl.org/NET/biol/ns#kingdom"
"txn:kingdom","http://lod.taxonconcept.org/ontology/txn.owl#kingdom"
"wlo:kingdomName","http://purl.org/ontology/wo/kingdomName"
"geosp:KingdomConcept","http://rdf.geospecies.org/ont/geospecies#KingdomConcept"
"biotop:KingdomChromistaValueRegion","http://purl.org/biotop/biotop.owl#KingdomChromistaValueRegion"
"txn:RankKingdom","http://lod.taxonconcept.org/ontology/txn.owl#RankKingdom"
"biotop:KingdomBacteriaValueRegion","http://purl.org/biotop/biotop.owl#KingdomBacteriaValueRegion"
"saws:Comment","http://purl.org/saws/ontology#Comment"
"saws:HypothesisedInstance","http://purl.org/saws/ontology#HypothesisedInstance"
"saws:OtherContentItem","http://purl.org/saws/ontology#OtherContentItem"
"saws:Transmitter","http://purl.org/saws/ontology#Transmitter"
"saws:hasMarginalia","http://purl.org/saws/ontology#hasMarginalia"
"saws:isCopierOf","http://purl.org/saws/ontology#isCopierOf"
"saws:isDescendantOf","http://purl.org/saws/ontology#isDescendantOf"
"saws:isInLanguage","http://purl.org/saws/ontology#isInLanguage"
"vcard:post-office-box","http://www.w3.org/2006/vcard/ns#post-office-box"
"dbpedia-owl:PhilosophicalConcept","http://dbpedia.org/ontology/PhilosophicalConcept"
"ov:hudSchool","http://open.vocab.org/terms/hudSchool"
"km4c:Private_high_school","http://www.disit.org/km4city/schema#Private_high_school"
"km4c:Public_junior_high_school","http://www.disit.org/km4city/schema#Public_junior_high_school"
"km4c:Private_junior_high_school","http://www.disit.org/km4city/schema#Private_junior_high_school"
"km4c:Public_high_school","http://www.disit.org/km4city/schema#Public_high_school"
"iol:IconicObject","http://www.ontologydesignpatterns.org/ont/dul/IOLite.owl#IconicObject"
"dogont:WaterCloset","http://elite.polito.it/ontologies/dogont.owl#WaterCloset"
"sport:KnockoutCompetition","http://www.bbc.co.uk/ontologies/sport/KnockoutCompetition"
"nfo:Executable","http://www.semanticdesktop.org/ontologies/2007/03/22/nfo#Executable"
"sh:SPARQLExecutable","http://www.w3.org/ns/shacl#SPARQLExecutable"
"obo:IAO_0000093","http://purl.obolibrary.org/obo/IAO_0000093"
"sh:SPARQLAskExecutable","http://www.w3.org/ns/shacl#SPARQLAskExecutable"
"deps:until","http://ontologi.es/doap-deps#until"
"botany:superlegion","http://purl.org/NET/biol/botany#superlegion"
"tsn:hasUpperLevel","http://purl.org/net/tsn#hasUpperLevel"
"gold:PerlativeCase","http://purl.org/linguistics/gold/PerlativeCase"
"gold:SuperlativeCase","http://purl.org/linguistics/gold/SuperlativeCase"
"lsweb:hasUpperLatitude","http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-data.owl#hasUpperLatitude"
"osp:hyperlienEvenement","http://data.lirmm.fr/ontologies/osp#hyperlienEvenement"
"void:uriRegexPattern","http://rdfs.org/ns/void#uriRegexPattern"
"dqm:regex","http://purl.org/dqm-vocabulary/v1/dqm#regex"
"km4c:Manufacture_of_textiles","http://www.disit.org/km4city/schema#Manufacture_of_textiles"
"fabio:CriticalEdition","http://purl.org/spar/fabio/CriticalEdition"
"itsmo:hasCriticality","http://ontology.it/itsmo/v1#hasCriticality"
"ontosec:IntensifyCriticalCodeReview","http://www.semanticweb.org/ontologies/2008/11/OntologySecurity.owl#IntensifyCriticalCodeReview"
"bibo:annotates","http://purl.org/ontology/bibo/annotates"
"ontosec:CodeSeparation","http://www.semanticweb.org/ontologies/2008/11/OntologySecurity.owl#CodeSeparation"
"fabio:ProductReview","http://purl.org/spar/fabio/ProductReview"
"fabio:BookReview","http://purl.org/spar/fabio/BookReview"
"dicom:Tag.3004.0008","http://purl.org/healthcarevocab/v1#Tag.3004.0008"
"nno:Normalization_Layer","https://w3id.org/nno/ontology#Normalization_Layer"
"obo:OBI_0200169","http://purl.obolibrary.org/obo/OBI_0200169"
"obo:OBI_0001214","http://purl.obolibrary.org/obo/OBI_0001214"
"dicom:NormalizationPoint","http://purl.org/healthcarevocab/v1#NormalizationPoint"
"dicom:DVHNormalizationPoint","http://purl.org/healthcarevocab/v1#DVHNormalizationPoint"
"obo:OBI_0200167","http://purl.obolibrary.org/obo/OBI_0200167"
"dicom:NormalizationFactorFormat","http://purl.org/healthcarevocab/v1#NormalizationFactorFormat"
